Arabic,English,Hebrew,Russian,French
فيتز,Fitz,פיץ,Фитц,Fitz
الحقيرة,Virginity,בְּתוּלִים,Девственность,Virginité
شعبية,popularity,פּוֹפּוּלָרִיוּת,популярность,popularité
لتقوم,To do,לעשות,Делать,Faire
المشاهير,Celebrities,ידוענים,Знаменитости,Célébrités
الحرم,Sacred,קָדוֹשׁ,Священный,Sacré
ذهبتِ,I went,הלכתי,я пошел,Je suis allé
مهندس,Engineer,מהנדס,Инженер,Ingénieur
الأشهر,Months,חודשים,Месяцы,Mois
اركض,Run,לָרוּץ,Бегать,Courir
رهان,bet,לְהִתְעַרֵב,делать ставку,pari
أسنانك,your teeth,השיניים שלך,Ваши зубы,vos dents
إبنه,daughter,בת,дочь,fille
جزر,carrot,גזר,морковь,carotte
أتفهمين,Understand,מבין,Понимать,Comprendre
أنكي,Ante,Ante,Донте,Mettre en colère
انكي,Ante,Ante,Донте,Mettre en colère
بحياته,His life,חייו,Его жизнь,Sa vie
الصعوبة,Difficulty,קושי,Сложность,Difficulté
ريتش,Rich,עָשִׁיר,Богатый,Riche
مأساة,Tragedy,טרגדיה,Трагедия,La tragédie
الجمجمة,Skull,גולגולת,Череп,Crâne
أخبرتنا,Tell us,תגיד לנו,Расскажи нам,Dites-nous
الطريقِ,The Road,הדרך,Дорога,La route
حالتي,My case,התיק שלי,Мое дело,Mon cas
شقراء,blond,בלונדיני,блондин,blond
أنبوب,the tube,הצינור,трубка,un tube
تعرفان,You know,אתה יודע,Ты знаешь,Tu sais
سأجعلك,I will make you,אני אעשה אותך,я сделаю вас,Je te ferai
ديكستر,Dexter,דקסטר,Декстер,Dexter
بجانبه,beside him,לצידו,возле него,à côté de lui
سبينسر,Spencer,ספנסר,Спенсер,Spencer
الماس,Diamond,יהלום,Бриллиант,diamant
تاكسي,taxi,מוֹנִית,такси,Taxi
قرون,Centuries,מאות שנים,Столетия,Des siècles
كلي,Total,"סה""כ",Общий,Total
رائحتها,Its smell,הריח שלו,Его запах,Son odeur
تشريح,anatomy,אֲנָטוֹמִיָה,анатомия,anatomie
وانتي,And you,ואת,А ты,Et toi
وإنما,But but,אבל אבל,Но но,Mais mais
شيرلي,Cerelli,סרלי,Ceerelli,Cerelli
عرضك,Your presentation,המצגת שלך,Ваша презентация,Votre présentation
لاتفعل,Do not do,אל תעשה,Не делай,Ne pas faire
بإجراء,Procedure,תהליך,Процедура,Procédure
أغلقي,Closed,סָגוּר,Закрыто,Fermé
اختراق,breakthrough,פְּרִיצַת דֶרֶך,прорвать,percée
الفرار,Escape,בריחה,Побег,S'échapper
أذلك,This is,זה,Это,C'est
يتحمل,He endures,נושא,Он терпит,Il endure
عظمة,greatness,גְדוּלָה,величие,grandeur
واقعة,incident,תַקרִית,инцидент,incident
قبلي,Tribal,שִׁבטִי,Племя,Tribal
نزع,Remove,לְהַסִיר,Удалять,Retirer
بالنيابة,On behalf of,בשם,От имени,Au nom de
ينسى,Forgotten,ישכח,Забыто,Oublié
أقرر,I decide,אני מחליט,я решил,je décide
الاموال,Money,כֶּסֶף,Деньги,Argent
الفقري,Spine,עַמוּד הַשִׁדרָה,Позвоночник,Colonne vertébrale
أشد,More,יותר,Более,Plus
قبضة,grip,אחיזה,схватить,poignée
يَستطيعُ,Can,פחית,Может,Peut
يحتاجه,It needs it,זה צריך את זה,Это нужно,Il en a besoin
غاضبا,Angry,כּוֹעֵס,Злой,En colère
كيرك,Kirk,קירק,Кирк,Église
آسفٌ,Sorry,מצטער,Извини,Désolé
ويا,Woe,אוי,Горе,Malheur
البطن,Abdomen,בֶּטֶן,Брюшная полость,Abdomen
عهد,Covenant,ברית,Завет,Engagement
إستمعي,Listening,הַקשָׁבָה,Прослушивание,Écoute
روبين,Robin,אָדוֹם הַחֲזֶה,Робин,Roupler
الشاحنات,Trucks,משאיות,Грузовики,Camions
إليكَ,To you,לך,Тебе,à toi
إحتمال,Prospect,פרוספקט,Перспектива,Perspective
سلك,Wire,חוּט,Проволока,Fil
خائفون,They are afraid,הם מפחדים,Они боятся,Ils ont peur
ليا,Leah,לאה,Лия,Horrible
العرق,Ethnicity,מוצא אתני,Этническая принадлежность,Le sueur
وادي,valley,עֶמֶק,долина,vallée
.لكن,.but,.אבל,.но,.mais
وبالنسبة,With regard to,באשר ל,В отношении к,En ce qui concerne
الكواكب,Planets,כוכבי לכת,Планеты,Planètes
السلسلة,Series,סִדרָה,Ряд,Série
نسير,We walk,אנחנו הולכים,Мы гуляем,Nous marchons
موقعك,your location,המיקום שלך,ваше местоположение,Votre emplacement
أحترم,respect,הערכה,уважать,respect
قرص,Disk,דִיסק,Диск,Disque
أتركها,Leave it,עזוב את זה,Оставь это,Laisse le
ينهار,Collapses,קורס,Коллапс,Effondrement
خُذ,Take,לקחת,Брать,Prendre
إتش,H,ח,ЧАС,H
جاز,jazz,ג'ֶז,джаз,le jazz
الدراما,Drama,דְרָמָה,Драма,Drame
يصاب,He gets injured,הוא נפצע,Он получает травму,Il se blesse
للسيدة,For the lady,לגברת,Для леди,Pour la dame
بالسعادة,With happiness,בשמחה,С счастьем,Avec joie
مجيئك,Your coming,אתה בא,Ваше приход,Ta venue
إيجادها,Find it,מצא את זה,Найди это,Trouve le
تبّاً,Damn,לעזאזל,Проклятие,Condamner
السياسية,Politics,פּוֹלִיטִיקָה,Политика,Politique
سلاحاً,A weapon,נשק,Оружие,Une arme
عازف,player,שחקן,игрок,joueur
فورمان,Foreman,מְנַהֵל עֲבוֹדָה,мастер,Contremaître
مهمتي,My mission,המשימה שלי,Моя миссия,Ma mission
مديرة,Manager,מנהל,Менеджер,Directeur
بأسم,Basim,באזים,Базим,Basim
النهايه,the end,הסוף,конец,la fin
نرسل,we send,אנחנו שולחים,мы отправляем,nous envoyons
المتصل,Caller,מתקשר,Вызывающий абонент,Votre interlocuteur
يقاتل,Fight,מַאֲבָק,Драться,Lutte
عمليّة,practical,ניתוח,практичный,pratique
الأولية,Priority,עדיפות,Приоритет,Priorité
لإيقاف,To stop,לעצור,Остановиться,Arrêter
للراحة,To rest,לנוח,Отдыхать,Se reposer
ألفاً,alpha,אלפא,альфа,alpha
بمفردها,Alone,לבד,Один,Seul
غرامي,amorous,מָלֵא אַהֲבָה,влюбленный,amoureux
أشكال,shapes,צורות,формы,formes
تنال,Get,לקבל,Получать,Obtenir
نحوي,Grammatical,דִקדוּקִי,Грамматический,Grammatical
محامية,a female lawyer,עורכת דין,женщина -адвокат,Une avocate
موتها,Her death,המוות שלה,Ее смерть,Sa mort
يراني,I see me,אני רואה אותי,Я вижу меня,je me vois
أنظف,Cleaner,מְנַקֶה,Очиститель,Nettoyeur
يكبر,Grow up,להתבגר,Расти,Grandir
سويًا,together,יַחַד,вместе,ensemble
طريقتي,My way,הדרך שלי,Мой путь,Mon chemin
رياضي,Athlete,אַתלֵט,Спортсмен,Athlète
فيرا,Vera,ורה,Вера,Vera
تحطمت,Shattered,התנפץ,Разбитый,Éclaté
عائلية,family,מִשׁפָּחָה,семья,famille
بالألم,With pain,עם כאב,С болью,Avec douleur
الجديده,New,חָדָשׁ,Новый,Nouveau
زنزانة,prison cell,תא כלא,камера,cellule de prison
تصدر,Lead,עוֹפֶרֶת,Вести,Mener
لويز,Louise,לואיז,Луиза,Louise
يتعرض,Exposure,חשיפה,Контакт,Exposition
سياسي,Politician,פּוֹלִיטִיקָאִי,Политик,Politicien
برفق,lightly,קל,слегка,légèrement
التحمل,Endure,לסבול,Терпеть,Endurer
فوات,Missed,החמצה,Пропущенный,Manqué
موجودين,Exist,קיימים,Подарок,Exister
المساعد,the assistant,העוזר,помощник,l'assistant
يستحقون,They deserve,מגיע להם,Они заслуживают,Ils méritent
ايفان,Evan,אוון,Эван,Evan
الصحية,Health,בְּרִיאוּת,Здоровье,Santé
ظننا,We thought,חשבנו,Мы думали,Nous pensions
يوسف,Yusef,יוסף,Юсеф,Yusef
اجازة,vacation,חופשה,отпуск,conge
رسوم,fees,עמלות,сборы,frais
للحرب,For war,למלחמה,Для войны,Pour la guerre
إبتعدوا,Get away,התרחק,Уходи,Partir
يعودون,They return,הם חזרו,Они вернулись,Ils reviennent
رسميا,officially,רשמית,официально,officiellement
إيلين,Eileen,איילין,Эйлин,Eileen
الجميلات,Beautiful,יפה,Красивый,Beau
لاحظ,Note,הערה,Примечание,Note
لعملية,For a process,לתהליך,Для процесса,Pour un processus
عندمـا,When you are,כשאתה,Когда вы,Lorsque vous êtes
فعلوه,They did it,הם עשו זאת,Они сделали это,Ils l'ont fait
دعوت,I called,התקשרתי,Я позвонил,J'ai appelé
إيزابيل,Isabelle,איזבל,Изабель,Isabelle
فاشلة,Loser,מפסידן,Неудачник,Perdant
الوجبات,Meals,ארוחות,Блюда,Repas
سأل,Asked,נשאל,Спросил,Demandé
جملة,sentence,משפט,предложение,phrase
فلوريك,Floric,פלוריק,Флорика,Florique
رجاله,His men,אנשיו,Его человек,Ses hommes
أشتاق,I miss you,אני מתגעגע אליך,Я скучаю по тебе,Tu me manques
رصاص,bullets,כדורים,пуль,balles
السلك,the wire,הכבל,провод,le fil
الفأر,the mouse,העכבר,мышь,la souris
تُدعى,Satisfied,מרוצה,Удовлетворен,Satisfait
خاصّة,especially,במיוחד,особенно,en particulier
تراقب,Monitor,צג,Монитор,Moniteur
كولور,Color,צֶבַע,Цвет,Couleur
العصير,the juice,המיץ,сок,le jus
الدورة,Course,קוּרס,Курс,Cours
النهوض,Renaissance,רֵנֵסַנס,Ренессанс,Renaissance
فضاء,space,מֶרחָב,космос,espace
أجدها,I find it,מצאתי את זה,я нашел это,je l'ai trouvé
السّيدة,Mrs,הגברת,Миссис,Mme
لنأخذ,Let's take,בוא ניקח,Давайте,Prenons
والي,Wali,וואלי,Вали,Wali
المسؤولة,Responsible,אחראי,Ответственный,la Responsable
فيتنام,Vietnam,וייטנאם,Вьетнам,Vietnam
تظنه,You think it,אתה חושב את זה,Ты думаешь это,Tu pense que
إذنك,Your permission,רשותך,Ваше разрешение,Votre permission
توأم,twin,תְאוֹם,близнец,double
غسل,wash,לִשְׁטוֹף,стирать,laver
تصلح,Suitable,מַתְאִים,Подходящий,Adapté
سـوف,Soff,סוף,Соус,Soff
الأغنياء,Rich,עָשִׁיר,Богатый,Riche
الأعصاب,Nerves,עֲצַבִּים,Нервы,Nerfs
الثانيه,the second,השני,второй,la deuxième
إنّكَ,You are,אתה,Ты,Tu es
راديو,radio,רָדִיוֹ,радио,radio
دقيقتان,Two minutes,שתי דקות,Пара минут,Deux minutes
كورا,Cora,קורה,Кора,Cora
زلتُ,I was still,הייתי עדיין,Я был все еще,J'étais encore
الابيض,the White,הלבן,белый,le blanc
تركتك,I left you,עזבתי אותך,Я оставил теБя,Je t'ai quitté
قنابل,Bombs,פצצות,Бомбы,Bombes
قفص,cage,כְּלוּב,клетка,cage
مازالوا,They are still,הם עדיין,Они все еще,Ils sont encore
أتذكره,I remember it,אני זוכר את זה,я запомню это,je m'en souviens
شيري,Shery,שרי,Шерсть,Bercer
قضيبي,Penis,פִּין,Пенис,Pénis
الجيّد,Good,טוֹב,Хороший,Bien
إطار,framework,מִסגֶרֶת,рамки,cadre
بلغت,Reach,לְהַגִיעַ,Достигать,Atteindre
بسعادة,happily,בשמחה,К счастью,Heureusement
القصّة,the story,הסיפור,история,l'histoire
طيبا,Good,טוֹב,Хороший,Bien
يشعرني,It makes me feel,זה גורם לי להרגיש,Это заставляет меня чувствовать,Ça me fait sentir
تربية,education,חינוך,образование,éducation
العصبية,Nervousness,עַצבָּנוּת,Нервозность,Nervosité
دماغك,Your brain,המוח שלך,Твой мозг,Ton cerveau
عظيما,Greatly,מְאוֹד,Очень,Très
الويسكي,Whiskey,וויסקי,Виски,Whisky
محدودة,Limited,מוגבל,Ограниченное,Limité
اصنع,Make,עשה,Делать,Faire
ابقَ,Stay,שָׁהוּת,Оставаться,Rester
احبه,love it,אוהב את זה,любить это,aimer
دافئة,Warm,נעים,Теплый,Chaud
بقينا,We stayed,נשארנו,Мы остались,nous avons séjourné
